r_x,f,t,y,m,r_y,l,r,ProductionByTechnologyByMode
RE1,CRPMAI,IMPMAI,2027,1,RE1,S11,RE1,0.0101
RE1,CRPMAI,IMPMAI,2028,1,RE1,S11,RE1,0.01
RE1,CRPMAI,IMPMAI,2029,1,RE1,S11,RE1,0.0097
RE1,CRPMAI,IMPMAI,2030,1,RE1,S11,RE1,0.0094
RE1,CRPMAI,IMPMAI,2031,1,RE1,S11,RE1,0.0091
RE1,CRPMAI,IMPMAI,2032,1,RE1,S11,RE1,0.0088
RE1,CRPMAI,IMPMAI,2033,1,RE1,S11,RE1,0.0086
RE1,CRPMAI,IMPMAI,2034,1,RE1,S11,RE1,0.0082
RE1,CRPMAI,IMPMAI,2035,1,RE1,S11,RE1,0.0078
RE1,CRPMAI,IMPMAI,2036,1,RE1,S11,RE1,0.0074
RE1,CRPMAI,IMPMAI,2037,1,RE1,S11,RE1,0.007
RE1,CRPMAI,IMPMAI,2038,1,RE1,S11,RE1,0.0066
RE1,CRPMAI,IMPMAI,2039,1,RE1,S11,RE1,0.006
RE1,CRPMAI,IMPMAI,2040,1,RE1,S11,RE1,0.0054
RE1,CRPMAI,IMPMAI,2041,1,RE1,S11,RE1,0.0048
RE1,CRPMAI,IMPMAI,2042,1,RE1,S11,RE1,0.0044
RE1,CRPMAI,IMPMAI,2043,1,RE1,S11,RE1,0.0039
RE1,CRPMAI,IMPMAI,2044,1,RE1,S11,RE1,0.002
RE1,CRPMAI,IMPMAI,2045,1,RE1,S11,RE1,0.001
RE1,CRPMAI,IMPMAI,2046,1,RE1,S11,RE1,0.0005
RE1,CRPMAI,IMPMAI,2047,1,RE1,S11,RE1,0.0002
RE1,CRPMAI,IMPMAI,2048,1,RE1,S11,RE1,0.0001
RE1,CRPMAI,IMPMAI,2049,1,RE1,S11,RE1,0.0001
RE1,PET,IMPPET,2020,1,RE1,S11,RE1,12.2363
RE1,PET,IMPPET,2021,1,RE1,S11,RE1,12.7019
RE1,PET,IMPPET,2022,1,RE1,S11,RE1,16.7121
RE1,PET,IMPPET,2023,1,RE1,S11,RE1,20.7224
RE1,PET,IMPPET,2024,1,RE1,S11,RE1,24.7327
RE1,PET,IMPPET,2025,1,RE1,S11,RE1,28.743
RE1,PET,IMPPET,2026,1,RE1,S11,RE1,32.7533
RE1,PET,IMPPET,2027,1,RE1,S11,RE1,36.7635
RE1,PET,IMPPET,2028,1,RE1,S11,RE1,40.7738
RE1,PET,IMPPET,2029,1,RE1,S11,RE1,44.7841
RE1,PET,IMPPET,2030,1,RE1,S11,RE1,48.7944
RE1,PET,IMPPET,2031,1,RE1,S11,RE1,52.8047
RE1,PET,IMPPET,2032,1,RE1,S11,RE1,56.8149
RE1,PET,IMPPET,2033,1,RE1,S11,RE1,60.8252
RE1,PET,IMPPET,2034,1,RE1,S11,RE1,64.8355
RE1,PET,IMPPET,2035,1,RE1,S11,RE1,68.8458
RE1,PET,IMPPET,2036,1,RE1,S11,RE1,72.8561
RE1,PET,IMPPET,2037,1,RE1,S11,RE1,76.8664
RE1,PET,IMPPET,2038,1,RE1,S11,RE1,80.8766
RE1,PET,IMPPET,2039,1,RE1,S11,RE1,84.8869
RE1,PET,IMPPET,2040,1,RE1,S11,RE1,88.8972
RE1,PET,IMPPET,2041,1,RE1,S11,RE1,92.9075
RE1,PET,IMPPET,2042,1,RE1,S11,RE1,96.9178
RE1,PET,IMPPET,2043,1,RE1,S11,RE1,100.928
RE1,PET,IMPPET,2044,1,RE1,S11,RE1,104.9383
RE1,PET,IMPPET,2045,1,RE1,S11,RE1,108.9486
RE1,PET,IMPPET,2046,1,RE1,S11,RE1,112.9589
RE1,PET,IMPPET,2047,1,RE1,S11,RE1,116.9692
RE1,PET,IMPPET,2048,1,RE1,S11,RE1,120.9794
RE1,PET,IMPPET,2049,1,RE1,S11,RE1,124.9897
RE1,PET,IMPPET,2050,1,RE1,S11,RE1,129.0
RE1,CRPSOR,IMPSOR,2020,1,RE1,S11,RE1,0.0512
RE1,CRPSOR,IMPSOR,2021,1,RE1,S11,RE1,0.0517
RE1,CRPSOR,IMPSOR,2022,1,RE1,S11,RE1,0.0512
RE1,CRPSOR,IMPSOR,2023,1,RE1,S11,RE1,0.0507
RE1,CRPSOR,IMPSOR,2024,1,RE1,S11,RE1,0.0502
RE1,CRPSOR,IMPSOR,2025,1,RE1,S11,RE1,0.0497
RE1,CRPSOR,IMPSOR,2026,1,RE1,S11,RE1,0.0492
RE1,CRPSOR,IMPSOR,2027,1,RE1,S11,RE1,0.0487
RE1,CRPSOR,IMPSOR,2028,1,RE1,S11,RE1,0.0482
RE1,CRPSOR,IMPSOR,2029,1,RE1,S11,RE1,0.0467
RE1,CRPSOR,IMPSOR,2030,1,RE1,S11,RE1,0.0453
RE1,CRPSOR,IMPSOR,2031,1,RE1,S11,RE1,0.044
RE1,CRPSOR,IMPSOR,2032,1,RE1,S11,RE1,0.0427
RE1,CRPSOR,IMPSOR,2033,1,RE1,S11,RE1,0.0414
RE1,CRPSOR,IMPSOR,2034,1,RE1,S11,RE1,0.0393
RE1,CRPSOR,IMPSOR,2035,1,RE1,S11,RE1,0.0373
RE1,CRPSOR,IMPSOR,2036,1,RE1,S11,RE1,0.0355
RE1,CRPSOR,IMPSOR,2037,1,RE1,S11,RE1,0.0337
RE1,CRPSOR,IMPSOR,2038,1,RE1,S11,RE1,0.032
RE1,CRPSOR,IMPSOR,2039,1,RE1,S11,RE1,0.0288
RE1,CRPSOR,IMPSOR,2040,1,RE1,S11,RE1,0.0259
RE1,CRPSOR,IMPSOR,2041,1,RE1,S11,RE1,0.0233
RE1,CRPSOR,IMPSOR,2042,1,RE1,S11,RE1,0.021
RE1,CRPSOR,IMPSOR,2043,1,RE1,S11,RE1,0.0189
RE1,CRPSOR,IMPSOR,2044,1,RE1,S11,RE1,0.0095
RE1,CRPSOR,IMPSOR,2045,1,RE1,S11,RE1,0.0047
RE1,CRPSOR,IMPSOR,2046,1,RE1,S11,RE1,0.0024
RE1,CRPSOR,IMPSOR,2047,1,RE1,S11,RE1,0.0012
RE1,CRPSOR,IMPSOR,2048,1,RE1,S11,RE1,0.0006
RE1,CRPSOR,IMPSOR,2049,1,RE1,S11,RE1,0.0003
RE1,CRPSOR,IMPSOR,2050,1,RE1,S11,RE1,0.0001
RE1,CRPWHE,IMPWHE,2020,1,RE1,S11,RE1,0.1558
RE1,CRPWHE,IMPWHE,2021,1,RE1,S11,RE1,0.1543
RE1,CRPWHE,IMPWHE,2022,1,RE1,S11,RE1,0.1527
RE1,CRPWHE,IMPWHE,2023,1,RE1,S11,RE1,0.1512
RE1,CRPWHE,IMPWHE,2024,1,RE1,S11,RE1,0.1497
RE1,CRPWHE,IMPWHE,2025,1,RE1,S11,RE1,0.1482
RE1,CRPWHE,IMPWHE,2026,1,RE1,S11,RE1,0.1467
RE1,CRPWHE,IMPWHE,2027,1,RE1,S11,RE1,0.1452
RE1,CRPWHE,IMPWHE,2028,1,RE1,S11,RE1,0.1438
RE1,CRPWHE,IMPWHE,2029,1,RE1,S11,RE1,0.1395
RE1,CRPWHE,IMPWHE,2030,1,RE1,S11,RE1,0.1353
RE1,CRPWHE,IMPWHE,2031,1,RE1,S11,RE1,0.1312
RE1,CRPWHE,IMPWHE,2032,1,RE1,S11,RE1,0.1273
RE1,CRPWHE,IMPWHE,2033,1,RE1,S11,RE1,0.1235
RE1,CRPWHE,IMPWHE,2034,1,RE1,S11,RE1,0.1173
RE1,CRPWHE,IMPWHE,2035,1,RE1,S11,RE1,0.1114
RE1,CRPWHE,IMPWHE,2036,1,RE1,S11,RE1,0.1059
RE1,CRPWHE,IMPWHE,2037,1,RE1,S11,RE1,0.1006
RE1,CRPWHE,IMPWHE,2038,1,RE1,S11,RE1,0.0956
RE1,CRPWHE,IMPWHE,2039,1,RE1,S11,RE1,0.086
RE1,CRPWHE,IMPWHE,2040,1,RE1,S11,RE1,0.0774
RE1,CRPWHE,IMPWHE,2041,1,RE1,S11,RE1,0.0696
RE1,CRPWHE,IMPWHE,2042,1,RE1,S11,RE1,0.0627
RE1,CRPWHE,IMPWHE,2043,1,RE1,S11,RE1,0.0564
RE1,CRPWHE,IMPWHE,2044,1,RE1,S11,RE1,0.0282
RE1,CRPWHE,IMPWHE,2045,1,RE1,S11,RE1,0.0141
RE1,CRPWHE,IMPWHE,2046,1,RE1,S11,RE1,0.0071
RE1,CRPWHE,IMPWHE,2047,1,RE1,S11,RE1,0.0035
RE1,CRPWHE,IMPWHE,2048,1,RE1,S11,RE1,0.0018
RE1,CRPWHE,IMPWHE,2049,1,RE1,S11,RE1,0.0009
RE1,CRPWHE,IMPWHE,2050,1,RE1,S11,RE1,0.0004
RE1,LBLT,LNDBLT,2020,1,RE1,S11,RE1,0.4295
RE1,LBLT,LNDBLT,2021,1,RE1,S11,RE1,0.4295
RE1,LBLT,LNDBLT,2022,1,RE1,S11,RE1,0.4295
RE1,LBLT,LNDBLT,2023,1,RE1,S11,RE1,0.4409
RE1,LBLT,LNDBLT,2024,1,RE1,S11,RE1,0.4525
RE1,LBLT,LNDBLT,2025,1,RE1,S11,RE1,0.4645
RE1,LBLT,LNDBLT,2026,1,RE1,S11,RE1,0.4767
RE1,LBLT,LNDBLT,2027,1,RE1,S11,RE1,0.4994
RE1,LBLT,LNDBLT,2028,1,RE1,S11,RE1,0.5022
RE1,LBLT,LNDBLT,2029,1,RE1,S11,RE1,0.5155
RE1,LBLT,LNDBLT,2030,1,RE1,S11,RE1,0.5291
RE1,LBLT,LNDBLT,2031,1,RE1,S11,RE1,0.5431
RE1,LBLT,LNDBLT,2032,1,RE1,S11,RE1,0.5574
RE1,LBLT,LNDBLT,2033,1,RE1,S11,RE1,0.5721
RE1,LBLT,LNDBLT,2034,1,RE1,S11,RE1,0.5872
RE1,LBLT,LNDBLT,2035,1,RE1,S11,RE1,0.6027
RE1,LBLT,LNDBLT,2036,1,RE1,S11,RE1,0.6186
RE1,LBLT,LNDBLT,2037,1,RE1,S11,RE1,0.635
RE1,LBLT,LNDBLT,2038,1,RE1,S11,RE1,0.6517
RE1,LBLT,LNDBLT,2039,1,RE1,S11,RE1,0.6689
RE1,LBLT,LNDBLT,2040,1,RE1,S11,RE1,0.6866
RE1,LBLT,LNDBLT,2041,1,RE1,S11,RE1,0.7047
RE1,LBLT,LNDBLT,2042,1,RE1,S11,RE1,0.7233
RE1,LBLT,LNDBLT,2043,1,RE1,S11,RE1,0.7424
RE1,LBLT,LNDBLT,2044,1,RE1,S11,RE1,0.762
RE1,LBLT,LNDBLT,2045,1,RE1,S11,RE1,0.7821
RE1,LBLT,LNDBLT,2046,1,RE1,S11,RE1,0.8028
RE1,LBLT,LNDBLT,2047,1,RE1,S11,RE1,0.824
RE1,LBLT,LNDBLT,2048,1,RE1,S11,RE1,0.8457
RE1,LBLT,LNDBLT,2049,1,RE1,S11,RE1,0.868
RE1,LBLT,LNDBLT,2050,1,RE1,S11,RE1,0.891
RE1,WTREVT,LNDBLT,2020,1,RE1,S11,RE1,0.2414
RE1,WTREVT,LNDBLT,2021,1,RE1,S11,RE1,0.2414
RE1,WTREVT,LNDBLT,2022,1,RE1,S11,RE1,0.2414
RE1,WTREVT,LNDBLT,2023,1,RE1,S11,RE1,0.2478
RE1,WTREVT,LNDBLT,2024,1,RE1,S11,RE1,0.2543
RE1,WTREVT,LNDBLT,2025,1,RE1,S11,RE1,0.261
RE1,WTREVT,LNDBLT,2026,1,RE1,S11,RE1,0.2679
RE1,WTREVT,LNDBLT,2027,1,RE1,S11,RE1,0.2806
RE1,WTREVT,LNDBLT,2028,1,RE1,S11,RE1,0.2822
RE1,WTREVT,LNDBLT,2029,1,RE1,S11,RE1,0.2897
RE1,WTREVT,LNDBLT,2030,1,RE1,S11,RE1,0.2973
RE1,WTREVT,LNDBLT,2031,1,RE1,S11,RE1,0.3052
RE1,WTREVT,LNDBLT,2032,1,RE1,S11,RE1,0.3132
RE1,WTREVT,LNDBLT,2033,1,RE1,S11,RE1,0.3215
RE1,WTREVT,LNDBLT,2034,1,RE1,S11,RE1,0.33
RE1,WTREVT,LNDBLT,2035,1,RE1,S11,RE1,0.3387
RE1,WTREVT,LNDBLT,2036,1,RE1,S11,RE1,0.3477
RE1,WTREVT,LNDBLT,2037,1,RE1,S11,RE1,0.3568
RE1,WTREVT,LNDBLT,2038,1,RE1,S11,RE1,0.3663
RE1,WTREVT,LNDBLT,2039,1,RE1,S11,RE1,0.3759
RE1,WTREVT,LNDBLT,2040,1,RE1,S11,RE1,0.3859
RE1,WTREVT,LNDBLT,2041,1,RE1,S11,RE1,0.396
RE1,WTREVT,LNDBLT,2042,1,RE1,S11,RE1,0.4065
RE1,WTREVT,LNDBLT,2043,1,RE1,S11,RE1,0.4172
RE1,WTREVT,LNDBLT,2044,1,RE1,S11,RE1,0.4282
RE1,WTREVT,LNDBLT,2045,1,RE1,S11,RE1,0.4395
RE1,WTREVT,LNDBLT,2046,1,RE1,S11,RE1,0.4512
RE1,WTREVT,LNDBLT,2047,1,RE1,S11,RE1,0.4631
RE1,WTREVT,LNDBLT,2048,1,RE1,S11,RE1,0.4753
RE1,WTREVT,LNDBLT,2049,1,RE1,S11,RE1,0.4878
RE1,WTREVT,LNDBLT,2050,1,RE1,S11,RE1,0.5007
RE1,WTRGWT,LNDBLT,2020,1,RE1,S11,RE1,0.0115
RE1,WTRGWT,LNDBLT,2021,1,RE1,S11,RE1,0.0116
RE1,WTRGWT,LNDBLT,2022,1,RE1,S11,RE1,0.0116
RE1,WTRGWT,LNDBLT,2023,1,RE1,S11,RE1,0.0119
RE1,WTRGWT,LNDBLT,2024,1,RE1,S11,RE1,0.0122
RE1,WTRGWT,LNDBLT,2025,1,RE1,S11,RE1,0.0125
RE1,WTRGWT,LNDBLT,2026,1,RE1,S11,RE1,0.0129
RE1,WTRGWT,LNDBLT,2027,1,RE1,S11,RE1,0.0135
RE1,WTRGWT,LNDBLT,2028,1,RE1,S11,RE1,0.0136
RE1,WTRGWT,LNDBLT,2029,1,RE1,S11,RE1,0.0139
RE1,WTRGWT,LNDBLT,2030,1,RE1,S11,RE1,0.0143
RE1,WTRGWT,LNDBLT,2031,1,RE1,S11,RE1,0.0147
RE1,WTRGWT,LNDBLT,2032,1,RE1,S11,RE1,0.015
RE1,WTRGWT,LNDBLT,2033,1,RE1,S11,RE1,0.0154
RE1,WTRGWT,LNDBLT,2034,1,RE1,S11,RE1,0.0159
RE1,WTRGWT,LNDBLT,2035,1,RE1,S11,RE1,0.0163
RE1,WTRGWT,LNDBLT,2036,1,RE1,S11,RE1,0.0167
RE1,WTRGWT,LNDBLT,2037,1,RE1,S11,RE1,0.0171
RE1,WTRGWT,LNDBLT,2038,1,RE1,S11,RE1,0.0176
RE1,WTRGWT,LNDBLT,2039,1,RE1,S11,RE1,0.0181
RE1,WTRGWT,LNDBLT,2040,1,RE1,S11,RE1,0.0185
RE1,WTRGWT,LNDBLT,2041,1,RE1,S11,RE1,0.019
RE1,WTRGWT,LNDBLT,2042,1,RE1,S11,RE1,0.0195
RE1,WTRGWT,LNDBLT,2043,1,RE1,S11,RE1,0.02
RE1,WTRGWT,LNDBLT,2044,1,RE1,S11,RE1,0.0206
RE1,WTRGWT,LNDBLT,2045,1,RE1,S11,RE1,0.0211
RE1,WTRGWT,LNDBLT,2046,1,RE1,S11,RE1,0.0217
RE1,WTRGWT,LNDBLT,2047,1,RE1,S11,RE1,0.0222
RE1,WTRGWT,LNDBLT,2048,1,RE1,S11,RE1,0.0228
RE1,WTRGWT,LNDBLT,2049,1,RE1,S11,RE1,0.0234
RE1,WTRGWT,LNDBLT,2050,1,RE1,S11,RE1,0.0241
RE1,WTRSUR,LNDBLT,2020,1,RE1,S11,RE1,0.1767
RE1,WTRSUR,LNDBLT,2021,1,RE1,S11,RE1,0.1765
RE1,WTRSUR,LNDBLT,2022,1,RE1,S11,RE1,0.1765
RE1,WTRSUR,LNDBLT,2023,1,RE1,S11,RE1,0.1812
RE1,WTRSUR,LNDBLT,2024,1,RE1,S11,RE1,0.186
RE1,WTRSUR,LNDBLT,2025,1,RE1,S11,RE1,0.1909
RE1,WTRSUR,LNDBLT,2026,1,RE1,S11,RE1,0.1959
RE1,WTRSUR,LNDBLT,2027,1,RE1,S11,RE1,0.2052
RE1,WTRSUR,LNDBLT,2028,1,RE1,S11,RE1,0.2064
RE1,WTRSUR,LNDBLT,2029,1,RE1,S11,RE1,0.2119
RE1,WTRSUR,LNDBLT,2030,1,RE1,S11,RE1,0.2175
RE1,WTRSUR,LNDBLT,2031,1,RE1,S11,RE1,0.2232
RE1,WTRSUR,LNDBLT,2032,1,RE1,S11,RE1,0.2291
RE1,WTRSUR,LNDBLT,2033,1,RE1,S11,RE1,0.2351
RE1,WTRSUR,LNDBLT,2034,1,RE1,S11,RE1,0.2413
RE1,WTRSUR,LNDBLT,2035,1,RE1,S11,RE1,0.2477
RE1,WTRSUR,LNDBLT,2036,1,RE1,S11,RE1,0.2543
RE1,WTRSUR,LNDBLT,2037,1,RE1,S11,RE1,0.261
RE1,WTRSUR,LNDBLT,2038,1,RE1,S11,RE1,0.2679
RE1,WTRSUR,LNDBLT,2039,1,RE1,S11,RE1,0.2749
RE1,WTRSUR,LNDBLT,2040,1,RE1,S11,RE1,0.2822
RE1,WTRSUR,LNDBLT,2041,1,RE1,S11,RE1,0.2896
RE1,WTRSUR,LNDBLT,2042,1,RE1,S11,RE1,0.2973
RE1,WTRSUR,LNDBLT,2043,1,RE1,S11,RE1,0.3051
RE1,WTRSUR,LNDBLT,2044,1,RE1,S11,RE1,0.3132
RE1,WTRSUR,LNDBLT,2045,1,RE1,S11,RE1,0.3214
RE1,WTRSUR,LNDBLT,2046,1,RE1,S11,RE1,0.3299
RE1,WTRSUR,LNDBLT,2047,1,RE1,S11,RE1,0.3386
RE1,WTRSUR,LNDBLT,2048,1,RE1,S11,RE1,0.3476
RE1,WTRSUR,LNDBLT,2049,1,RE1,S11,RE1,0.3568
RE1,WTRSUR,LNDBLT,2050,1,RE1,S11,RE1,0.3662
RE1,CRPBRL,LNDBRLHI,2020,1,RE1,S11,RE1,0.0013
RE1,CRPBRL,LNDBRLHI,2022,1,RE1,S11,RE1,0.0022
RE1,CRPBRL,LNDBRLHI,2026,1,RE1,S11,RE1,0.0013
RE1,CRPBRL,LNDBRLHI,2028,1,RE1,S11,RE1,0.0018
RE1,CRPBRL,LNDBRLHI,2029,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2030,1,RE1,S11,RE1,0.0016
RE1,CRPBRL,LNDBRLHI,2031,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2032,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2033,1,RE1,S11,RE1,0.0014
RE1,CRPBRL,LNDBRLHI,2034,1,RE1,S11,RE1,0.0014
RE1,CRPBRL,LNDBRLHI,2035,1,RE1,S11,RE1,0.0014
RE1,CRPBRL,LNDBRLHI,2036,1,RE1,S11,RE1,0.0014
RE1,CRPBRL,LNDBRLHI,2037,1,RE1,S11,RE1,0.0014
RE1,CRPBRL,LNDBRLHI,2038,1,RE1,S11,RE1,0.0014
RE1,CRPBRL,LNDBRLHI,2039,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2040,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2041,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2042,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2043,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2044,1,RE1,S11,RE1,0.0015
RE1,CRPBRL,LNDBRLHI,2045,1,RE1,S11,RE1,0.0016
RE1,CRPBRL,LNDBRLHI,2046,1,RE1,S11,RE1,0.0016
RE1,CRPBRL,LNDBRLHI,2047,1,RE1,S11,RE1,0.0016
RE1,CRPBRL,LNDBRLHI,2048,1,RE1,S11,RE1,0.0016
RE1,CRPBRL,LNDBRLHI,2049,1,RE1,S11,RE1,0.0016
RE1,CRPBRL,LNDBRLHI,2050,1,RE1,S11,RE1,0.0016
RE1,WTREVT,LNDBRLHI,2020,1,RE1,S11,RE1,0.0005
RE1,WTREVT,LNDBRLHI,2022,1,RE1,S11,RE1,0.0009
RE1,WTREVT,LNDBRLHI,2026,1,RE1,S11,RE1,0.0005
RE1,WTREVT,LNDBRLHI,2028,1,RE1,S11,RE1,0.0007
RE1,WTREVT,LNDBRLHI,2029,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2030,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2031,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2032,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2033,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2034,1,RE1,S11,RE1,0.0005
RE1,WTREVT,LNDBRLHI,2035,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2036,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2037,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2038,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2039,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2040,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2041,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2042,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2043,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2044,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2045,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2046,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2047,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2048,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2049,1,RE1,S11,RE1,0.0006
RE1,WTREVT,LNDBRLHI,2050,1,RE1,S11,RE1,0.0006
RE1,WTRGWT,LNDBRLHI,2020,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDBRLHI,2022,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2026,1,RE1,S11,RE1,0.0001
RE1,WTRGWT,LNDBRLHI,2028,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2029,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2030,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2031,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2032,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2033,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2034,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2035,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2036,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2037,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2038,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2039,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2040,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2041,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2042,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2043,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2044,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2045,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2046,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2047,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2048,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2049,1,RE1,S11,RE1,0.0002
RE1,WTRGWT,LNDBRLHI,2050,1,RE1,S11,RE1,0.0002
RE1,WTRSUR,LNDBRLHI,2020,1,RE1,S11,RE1,0.0023
RE1,WTRSUR,LNDBRLHI,2022,1,RE1,S11,RE1,0.0039
RE1,WTRSUR,LNDBRLHI,2026,1,RE1,S11,RE1,0.0023
RE1,WTRSUR,LNDBRLHI,2028,1,RE1,S11,RE1,0.0031
RE1,WTRSUR,LNDBRLHI,2029,1,RE1,S11,RE1,0.0026
RE1,WTRSUR,LNDBRLHI,2030,1,RE1,S11,RE1,0.0028
RE1,WTRSUR,LNDBRLHI,2031,1,RE1,S11,RE1,0.0027
RE1,WTRSUR,LNDBRLHI,2032,1,RE1,S11,RE1,0.0026
RE1,WTRSUR,LNDBRLHI,2033,1,RE1,S11,RE1,0.0025
RE1,WTRSUR,LNDBRLHI,2034,1,RE1,S11,RE1,0.0024
RE1,WTRSUR,LNDBRLHI,2035,1,RE1,S11,RE1,0.0025
RE1,WTRSUR,LNDBRLHI,2036,1,RE1,S11,RE1,0.0025
RE1,WTRSUR,LNDBRLHI,2037,1,RE1,S11,RE1,0.0025
RE1,WTRSUR,LNDBRLHI,2038,1,RE1,S11,RE1,0.0025
RE1,WTRSUR,LNDBRLHI,2039,1,RE1,S11,RE1,0.0026
RE1,WTRSUR,LNDBRLHI,2040,1,RE1,S11,RE1,0.0026
RE1,WTRSUR,LNDBRLHI,2041,1,RE1,S11,RE1,0.0026
RE1,WTRSUR,LNDBRLHI,2042,1,RE1,S11,RE1,0.0026
RE1,WTRSUR,LNDBRLHI,2043,1,RE1,S11,RE1,0.0027
RE1,WTRSUR,LNDBRLHI,2044,1,RE1,S11,RE1,0.0027
RE1,WTRSUR,LNDBRLHI,2045,1,RE1,S11,RE1,0.0027
RE1,WTRSUR,LNDBRLHI,2046,1,RE1,S11,RE1,0.0028
RE1,WTRSUR,LNDBRLHI,2047,1,RE1,S11,RE1,0.0028
RE1,WTRSUR,LNDBRLHI,2048,1,RE1,S11,RE1,0.0028
RE1,WTRSUR,LNDBRLHI,2049,1,RE1,S11,RE1,0.0028
RE1,WTRSUR,LNDBRLHI,2050,1,RE1,S11,RE1,0.0029
RE1,CRPBRL,LNDBRLHR,2020,1,RE1,S11,RE1,0.0449
RE1,CRPBRL,LNDBRLHR,2021,1,RE1,S11,RE1,0.0454
RE1,CRPBRL,LNDBRLHR,2022,1,RE1,S11,RE1,0.0459
RE1,CRPBRL,LNDBRLHR,2023,1,RE1,S11,RE1,0.0463
RE1,CRPBRL,LNDBRLHR,2024,1,RE1,S11,RE1,0.0468
RE1,CRPBRL,LNDBRLHR,2025,1,RE1,S11,RE1,0.0473
RE1,CRPBRL,LNDBRLHR,2026,1,RE1,S11,RE1,0.0477
RE1,CRPBRL,LNDBRLHR,2027,1,RE1,S11,RE1,0.0482
RE1,CRPBRL,LNDBRLHR,2028,1,RE1,S11,RE1,0.0487
RE1,CRPBRL,LNDBRLHR,2029,1,RE1,S11,RE1,0.0492
RE1,CRPBRL,LNDBRLHR,2030,1,RE1,S11,RE1,0.0497
RE1,CRPBRL,LNDBRLHR,2031,1,RE1,S11,RE1,0.0502
RE1,CRPBRL,LNDBRLHR,2032,1,RE1,S11,RE1,0.0507
RE1,CRPBRL,LNDBRLHR,2033,1,RE1,S11,RE1,0.0512
RE1,CRPBRL,LNDBRLHR,2034,1,RE1,S11,RE1,0.0517
